Age,Gender,Education Level,Job Title,Years of Experience,Salary
42,Female,High School,Operations Manager,14,115553.78
44,Female,High School,Business Analyst,19,107699.06
22,Female,High School,Product Manager,0,83502.26
59,Male,PhD,Graphic Designer,36,200393.58
43,Male,Master's,Operations Manager,18,158059.71
32,Male,Bachelor's,Sales Manager,10,116024.08
38,Female,PhD,Financial Analyst,16,153578.13
25,Female,Master's,Graphic Designer,1,89095.11
49,Male,PhD,Data Analyst,26,182993.81
48,Male,Master's,Product Manager,25,193096.43
24,Male,PhD,Software Developer,0,114670.47
42,Male,Master's,HR Manager,20,151291.55
31,Female,PhD,Project Engineer,3,122665.60
30,Male,PhD,Graphic Designer,7,122644.68
37,Male,PhD,Senior Scientist,10,168518.07
38,Male,Master's,Marketing Analyst,15,132394.61
29,Female,PhD,Financial Analyst,3,119148.66
50,Female,Bachelor's,Business Analyst,24,136673.49
43,Female,PhD,Web Developer,20,158462.96
58,Female,PhD,IT Support,34,197286.22
33,Female,Bachelor's,Financial Analyst,8,96770.43
36,Female,High School,Sales Associate,13,84535.39
56,Female,Bachelor's,UX Designer,34,171837.16
37,Female,Master's,Software Developer,9,120375.73
51,Female,High School,VP of Operations,28,171916.03
23,Female,PhD,Marketing Coordinator,0,97045.59
47,Male,Master's,Director,23,208759.47
33,Female,High School,Web Developer,10,84890.89
39,Female,Master's,Director of Operations,14,174029.63
53,Female,Master's,VP of Operations,29,211542.90
31,Female,Bachelor's,UX Designer,3,90936.13
50,Female,Bachelor's,Financial Analyst,27,152297.73
47,Female,High School,Sales Associate,21,110279.55
38,Male,Master's,Software Engineer,13,140821.55
33,Male,Master's,Director,8,164644.74
41,Female,Master's,Product Manager,18,171168.28
39,Male,PhD,Graphic Designer,16,144584.31
25,Female,High School,IT Support,0,52725.36
59,Female,PhD,Data Scientist,34,222172.31
32,Male,Master's,Sales Director,6,133885.63
43,Female,High School,Product Manager,16,129413.05
36,Male,High School,UX Designer,13,103944.70
38,Male,Bachelor's,UX Designer,11,108204.64
25,Male,PhD,Sales Director,0,136130.01
57,Female,Master's,Data Analyst,30,173331.71
56,Male,High School,Sales Manager,29,153222.36
44,Female,Master's,HR Manager,22,147991.31
37,Male,High School,Data Scientist,13,119303.91
35,Female,PhD,Software Engineer,13,154758.35
23,Male,Master's,Operations Manager,0,106634.51
38,Female,Bachelor's,VP of Operations,11,146309.16
37,Female,High School,Data Analyst,15,105459.80
52,Female,PhD,Director,30,242875.33
38,Female,High School,IT Support,14,91874.46
30,Male,High School,Marketing Analyst,2,59718.18
55,Female,High School,Senior Manager,27,163103.01
39,Female,PhD,Operations Manager,17,165740.95
27,Male,Bachelor's,Operations Manager,0,95172.60
31,Male,PhD,Business Analyst,4,118647.66
55,Female,Bachelor's,Marketing Analyst,33,163279.94
40,Male,Bachelor's,Marketing Coordinator,18,117088.21
60,Male,High School,VP of Operations,36,200268.01
42,Female,PhD,Senior Manager,19,179581.79
47,Male,PhD,HR Manager,25,182696.14
59,Female,Master's,Senior Manager,31,205657.91
45,Male,High School,Senior Manager,18,137994.26
44,Female,Master's,Content Creator,16,123471.10
29,Male,PhD,Marketing Analyst,2,113669.39
23,Female,Bachelor's,Marketing Coordinator,0,69323.20
51,Female,High School,Business Analyst,28,134702.79
25,Female,High School,Senior Scientist,0,87715.74
26,Male,High School,Data Analyst,0,56334.66
25,Male,PhD,HR Manager,0,102364.94
51,Male,High School,Data Scientist,28,163172.87
57,Female,PhD,Sales Director,35,236067.82
27,Male,High School,Sales Director,4,97837.82
43,Male,Bachelor's,Account Manager,19,125874.68
59,Female,PhD,Software Engineer,36,222671.22
55,Male,Bachelor's,Sales Associate,29,154073.77
31,Female,PhD,UX Designer,5,122319.71
57,Female,PhD,Marketing Manager,32,207603.12
26,Male,Bachelor's,Marketing Manager,1,85452.46
55,Female,Bachelor's,Content Creator,33,156488.97
55,Female,Master's,UX Designer,27,168224.93
46,Male,High School,Sales Manager,22,129046.13
42,Female,High School,Graphic Designer,15,100665.67
39,Male,Master's,UX Designer,16,135546.93
35,Male,High School,IT Support,12,83859.27
58,Female,High School,Account Manager,31,140945.16
42,Female,PhD,Business Analyst,18,156217.15
54,Female,PhD,Operations Manager,32,212820.19
46,Female,High School,VP of Operations,24,164987.76
54,Male,Bachelor's,Marketing Coordinator,31,154469.31
59,Female,PhD,Marketing Coordinator,32,194130.31
46,Female,High School,Director of Operations,23,162371.55
49,Male,Master's,Senior Scientist,24,191257.44
45,Female,Bachelor's,Senior Manager,19,152674.76
59,Male,PhD,Sales Manager,37,220929.72
36,Female,Bachelor's,Project Engineer,9,108209.70
42,Female,PhD,Software Developer,19,165637.42
27,Female,High School,Marketing Coordinator,2,58767.89
53,Male,High School,Data Analyst,25,138645.48
55,Male,Master's,Operations Manager,32,200050.33
52,Female,High School,IT Support,29,137469.24
29,Female,Master's,Financial Analyst,3,100079.52
26,Male,Master's,Software Engineer,2,108745.44
22,Female,Master's,Software Developer,0,97378.01
28,Male,Master's,Senior Scientist,1,124094.31
57,Female,Master's,Director of Operations,34,230230.52
42,Female,High School,Content Creator,15,97241.28
31,Female,PhD,UX Designer,9,131961.16
55,Female,Bachelor's,Senior Scientist,31,195821.27
52,Female,Master's,IT Support,27,158620.35
30,Male,Master's,IT Support,2,92174.78
60,Male,Bachelor's,Product Manager,33,197347.86
45,Female,High School,Receptionist,22,102277.14
46,Male,Master's,HR Manager,23,156605.22
26,Female,Master's,Software Engineer,2,111401.40
41,Female,Master's,Account Manager,15,128350.45
32,Female,PhD,Content Creator,9,125164.02
31,Female,High School,Financial Analyst,4,77407.29
37,Female,Bachelor's,Receptionist,13,88553.96
38,Male,PhD,Marketing Manager,11,152413.24
51,Male,High School,Receptionist,28,124675.75
43,Male,Master's,Senior Manager,19,171105.04
33,Female,Bachelor's,Marketing Analyst,11,102533.12
41,Female,Master's,VP of Operations,17,176340.63
44,Female,Master's,Financial Analyst,16,138148.11
57,Female,PhD,Software Engineer,31,214096.98
39,Female,Master's,Graphic Designer,11,120268.44
23,Female,Master's,Project Engineer,0,97092.95
35,Female,High School,Sales Director,11,115781.56
27,Female,High School,Marketing Coordinator,1,57911.28
49,Male,Bachelor's,Senior Scientist,24,171829.29
37,Male,Master's,Data Scientist,11,140984.15
53,Female,PhD,Sales Director,31,220267.19
30,Female,Bachelor's,Director of Operations,7,133498.28
51,Female,Bachelor's,Marketing Analyst,29,153715.78
33,Female,PhD,Director,5,165867.38
28,Male,High School,IT Support,1,48659.43
45,Male,PhD,Project Engineer,18,169253.57
59,Male,PhD,Director of Operations,33,242478.36
46,Female,Master's,UX Designer,21,154004.90
32,Female,PhD,HR Manager,10,130451.65
30,Female,Master's,Operations Manager,2,113936.14
42,Female,PhD,Marketing Analyst,15,147988.71
60,Female,High School,Web Developer,34,159513.33
29,Male,High School,Sales Manager,6,83776.94
30,Male,PhD,Software Engineer,3,133622.06
28,Female,High School,IT Support,1,50326.19
55,Male,Master's,Marketing Coordinator,32,178506.75
36,Female,Master's,Data Analyst,9,111784.60
32,Male,High School,Product Manager,8,104571.43
35,Female,Bachelor's,Operations Manager,12,121827.02
27,Male,Bachelor's,UX Designer,0,83763.25
41,Male,Bachelor's,Marketing Analyst,14,113950.64
26,Male,PhD,Research Scientist,1,133371.41
31,Female,Master's,Account Manager,4,94267.70
59,Male,Master's,Engineer,31,185284.33
55,Male,Master's,Content Creator,33,174603.55
47,Male,High School,Data Analyst,19,115171.54
26,Male,Bachelor's,Web Developer,4,82116.53
44,Male,Bachelor's,Software Engineer,21,153814.09
39,Male,PhD,Engineer,17,163232.48
57,Female,Master's,Web Developer,29,179410.23
28,Female,PhD,Sales Director,4,148962.01
28,Female,Bachelor's,Senior Scientist,0,101729.80
27,Female,High School,Product Manager,3,86800.56
23,Male,PhD,Product Manager,0,132455.05
47,Male,Bachelor's,UX Designer,22,141588.00
22,Female,PhD,Sales Manager,0,111151.90
27,Female,High School,Data Analyst,2,64075.22
44,Male,PhD,UX Designer,18,167429.54
43,Female,PhD,HR Manager,18,157056.62
51,Female,High School,Web Developer,26,131966.45
25,Female,Master's,Operations Manager,3,115034.60
36,Male,High School,HR Manager,10,87545.55
43,Male,PhD,Software Engineer,15,163434.63
47,Male,PhD,Sales Associate,21,162054.14
31,Female,PhD,Project Engineer,4,127636.61
50,Female,Master's,Senior Scientist,23,183737.23
35,Male,PhD,Senior Manager,11,154918.07
41,Female,Master's,Content Creator,13,118911.07
35,Male,High School,Account Manager,12,85912.77
49,Female,Bachelor's,Director,26,198991.99
41,Male,Master's,Marketing Coordinator,14,129054.54
57,Female,Master's,Marketing Manager,31,194419.68
42,Female,High School,Marketing Analyst,14,95426.36
60,Female,PhD,Data Analyst,33,203330.12
26,Male,Bachelor's,Research Scientist,0,96081.67
55,Female,High School,Sales Director,31,183047.28
42,Female,Master's,Marketing Coordinator,14,124960.54
57,Female,PhD,Financial Analyst,34,207849.44
35,Female,PhD,Software Engineer,8,144518.61
40,Male,High School,Research Scientist,12,114402.82
46,Male,Bachelor's,Web Developer,23,142518.48
40,Male,Master's,Web Developer,18,145697.07
52,Female,Bachelor's,Data Analyst,29,160476.76
50,Female,Master's,Web Developer,23,157356.35
23,Male,High School,HR Manager,0,58560.30
25,Female,Bachelor's,Sales Manager,0,81548.23
36,Female,Bachelor's,Sales Manager,11,120199.98
35,Female,PhD,Web Developer,9,132142.23
58,Female,Master's,IT Support,34,174731.00
53,Female,Bachelor's,Financial Analyst,30,166553.42
38,Female,Bachelor's,Content Creator,13,101684.48
48,Male,PhD,Financial Analyst,22,173600.36
59,Female,PhD,Marketing Coordinator,33,194745.93
23,Male,PhD,Graphic Designer,0,99689.36
42,Male,Bachelor's,HR Manager,19,133147.21
32,Male,Master's,Receptionist,5,87273.03
32,Female,PhD,Software Developer,7,127682.16
23,Female,High School,Marketing Analyst,0,53935.59
30,Male,High School,Research Scientist,2,90707.60
42,Female,Master's,UX Designer,14,133650.92
50,Female,PhD,Director,22,218177.81
24,Male,Master's,Data Analyst,2,94578.94
57,Male,Bachelor's,Senior Scientist,29,193038.98
25,Male,PhD,Marketing Analyst,1,102952.13
38,Male,Master's,UX Designer,16,135527.43
44,Female,Master's,Marketing Manager,16,146658.47
56,Male,High School,HR Manager,29,148119.40
57,Male,PhD,Marketing Coordinator,34,200366.62
43,Male,Master's,Marketing Coordinator,16,133845.02
57,Female,Master's,Data Analyst,32,185609.26
54,Female,High School,IT Support,29,128822.24
32,Female,Master's,Project Engineer,7,119041.63
60,Male,High School,Content Creator,35,151519.54
51,Female,High School,Operations Manager,27,156460.04
56,Female,High School,Marketing Coordinator,31,145359.83
34,Female,Bachelor's,Software Engineer,9,116977.29
49,Female,PhD,Engineer,25,185772.70
29,Female,PhD,Business Analyst,4,116791.06
22,Male,Bachelor's,Data Analyst,0,77042.01
36,Female,PhD,HR Manager,13,142703.93
42,Female,Bachelor's,Financial Analyst,18,130865.47
24,Male,High School,Data Analyst,0,62068.89
47,Female,High School,Research Scientist,20,137763.43
51,Female,Bachelor's,Marketing Coordinator,28,149995.33
46,Male,Bachelor's,Data Analyst,24,145126.77
56,Female,PhD,Director,32,252723.17
30,Male,Master's,Marketing Analyst,8,106254.84
38,Male,High School,IT Support,15,97506.32
39,Male,PhD,Account Manager,13,139193.51
39,Female,High School,HR Manager,16,103007.96
57,Female,PhD,Data Analyst,29,188900.01
53,Female,PhD,HR Manager,29,188063.81
30,Female,Bachelor's,Marketing Analyst,2,77482.25
42,Female,PhD,Sales Manager,14,160114.60
29,Male,High School,Receptionist,5,50927.75
30,Female,High School,Research Scientist,7,94104.82
24,Female,High School,Content Creator,2,52411.99
42,Male,Bachelor's,IT Support,15,107282.42
37,Male,High School,Director,15,152577.70
50,Male,Bachelor's,Software Developer,24,157767.99
26,Female,Master's,Data Scientist,3,119106.27
45,Male,Bachelor's,Business Analyst,18,128122.73
59,Female,High School,Software Developer,36,168752.27
32,Female,PhD,Operations Manager,7,136638.34
43,Female,Master's,Marketing Coordinator,18,134088.53
39,Male,High School,Operations Manager,14,116505.91
40,Male,Master's,Marketing Analyst,14,130760.57
43,Male,Bachelor's,Marketing Coordinator,21,130198.92
34,Male,Master's,Marketing Manager,9,130700.20
48,Female,PhD,Business Analyst,23,171234.90
47,Male,High School,Senior Manager,24,150207.10
40,Female,Bachelor's,Software Developer,14,126200.35
25,Female,PhD,HR Manager,0,104589.99
37,Female,Master's,Research Scientist,11,141131.68
33,Male,High School,Sales Manager,6,90603.14
32,Male,Bachelor's,Research Scientist,7,116368.60
42,Female,PhD,Product Manager,14,174843.68
33,Male,Bachelor's,Data Analyst,11,103073.03
36,Female,Master's,Sales Manager,13,134137.70
42,Male,Master's,Business Analyst,19,141125.13
45,Female,PhD,Business Analyst,18,153918.93
23,Male,High School,Business Analyst,0,54721.10
35,Male,Master's,Software Developer,11,132896.36
35,Female,PhD,VP of Operations,12,174297.75
34,Male,High School,VP of Operations,8,121995.86
34,Male,Bachelor's,Product Manager,10,134148.33
47,Male,Master's,HR Manager,23,158667.53
56,Female,Master's,Financial Analyst,32,187014.32
40,Male,PhD,Senior Scientist,16,185631.95
60,Male,High School,VP of Operations,34,191182.30
57,Female,Bachelor's,Account Manager,35,169598.10
52,Male,High School,HR Manager,28,144474.78
43,Male,PhD,Content Creator,15,141727.05
36,Female,Master's,Content Creator,12,115749.52
47,Male,Master's,Senior Manager,19,168456.19
60,Male,PhD,Operations Manager,35,228790.32
28,Male,PhD,HR Manager,6,119588.75
44,Male,High School,Graphic Designer,17,103303.36
41,Male,Master's,Sales Manager,15,147795.61
56,Male,Bachelor's,Content Creator,30,153722.97
48,Female,PhD,Graphic Designer,23,165980.02
58,Female,Master's,Sales Associate,31,175667.99
47,Female,Bachelor's,Marketing Coordinator,20,121819.17
46,Female,Bachelor's,Engineer,20,140736.64
45,Male,PhD,IT Support,20,150692.12
47,Female,PhD,Graphic Designer,22,158162.16
38,Male,Bachelor's,Account Manager,10,103060.30
40,Male,Bachelor's,Sales Associate,13,106837.56
42,Female,Master's,Senior Manager,14,146807.90
25,Male,Master's,Sales Manager,2,108830.50
31,Male,Master's,Sales Manager,7,116593.58
38,Male,Master's,Sales Manager,12,132243.54
56,Male,High School,Web Developer,34,157621.04
51,Male,PhD,Data Analyst,27,186230.37
42,Male,Master's,Research Scientist,19,163499.43
37,Female,High School,Business Analyst,15,103042.28
31,Male,Master's,Marketing Coordinator,5,96700.36
43,Male,Bachelor's,Senior Scientist,18,153392.39
38,Female,High School,Project Engineer,15,107757.17
27,Male,Bachelor's,Marketing Coordinator,4,73627.49
30,Female,High School,Data Scientist,4,90643.06
26,Female,Bachelor's,Senior Manager,2,100101.82
57,Female,High School,Business Analyst,31,144587.95
35,Female,Master's,Software Developer,10,122348.98
36,Male,PhD,Account Manager,14,141254.41
33,Female,PhD,Senior Manager,6,138713.92
58,Female,PhD,Marketing Manager,33,214724.00
55,Male,Bachelor's,Business Analyst,31,160654.48
36,Male,Bachelor's,Content Creator,10,94062.26
57,Male,PhD,Data Scientist,32,219170.15
54,Male,Master's,Senior Manager,30,195732.28
33,Male,PhD,Project Engineer,11,145695.71
48,Female,Bachelor's,Account Manager,22,128708.76
46,Male,High School,Director of Operations,19,158815.70
31,Female,Master's,Financial Analyst,9,120863.96
22,Female,High School,Financial Analyst,0,63676.24
57,Female,PhD,Data Analyst,30,190542.63
29,Male,Master's,Engineer,1,96591.90
54,Male,Master's,Graphic Designer,32,181016.20
41,Male,Bachelor's,Sales Associate,15,108775.70
38,Female,Master's,Financial Analyst,13,127271.28
38,Male,Master's,Web Developer,16,138018.18
39,Male,PhD,Software Engineer,17,167055.56
51,Male,PhD,Sales Manager,26,194379.60
39,Female,PhD,Senior Scientist,15,182472.83
45,Male,High School,Director of Operations,19,160024.57
58,Female,PhD,Data Scientist,30,212125.62
25,Female,High School,Engineer,2,73379.19
51,Female,PhD,Sales Manager,29,195119.15
59,Female,Bachelor's,Marketing Analyst,36,178125.51
50,Female,PhD,Business Analyst,27,185112.45
46,Female,PhD,IT Support,21,151759.02
24,Male,Master's,Marketing Manager,1,101545.16
24,Female,Master's,IT Support,0,80783.88
47,Female,High School,Senior Scientist,23,159724.15
39,Male,PhD,Engineer,12,146347.60
23,Male,Bachelor's,Director,0,120541.60
37,Male,PhD,Data Scientist,9,154100.73
52,Male,Master's,Account Manager,25,152965.54
39,Female,Master's,Content Creator,16,122644.84
58,Female,Bachelor's,Web Developer,35,172075.35
46,Female,PhD,VP of Operations,24,212995.56
37,Male,High School,Sales Director,9,115327.05
57,Female,Master's,Operations Manager,35,209537.81
49,Male,High School,Senior Manager,24,148383.09
55,Male,PhD,HR Manager,32,198748.11
23,Male,PhD,HR Manager,0,101312.90
59,Female,Master's,Research Scientist,33,210922.32
29,Female,PhD,Software Engineer,6,131461.61
59,Female,PhD,Senior Manager,37,230610.48
26,Male,PhD,UX Designer,1,112949.13
43,Female,Bachelor's,Account Manager,18,123244.75
34,Female,Bachelor's,Receptionist,9,82257.34
26,Male,Bachelor's,Research Scientist,4,101761.48
51,Male,Master's,Senior Scientist,27,194972.40
32,Female,High School,Marketing Manager,4,81796.18
52,Male,High School,Financial Analyst,27,138294.43
42,Female,PhD,Project Engineer,19,171237.83
43,Male,Bachelor's,Product Manager,15,146078.24
30,Female,PhD,VP of Operations,7,162548.78
46,Male,PhD,Content Creator,24,168023.05
34,Male,Master's,Software Developer,11,124588.25
47,Female,High School,HR Manager,23,123506.16
54,Female,Bachelor's,Content Creator,27,142862.18
28,Female,PhD,UX Designer,2,109819.12
31,Male,Master's,Senior Scientist,9,142732.71
22,Female,Bachelor's,Business Analyst,0,65691.17
49,Male,Master's,Receptionist,21,129246.71
43,Female,Master's,IT Support,20,141879.39
45,Female,PhD,Marketing Manager,21,175089.09
22,Female,Master's,Sales Manager,0,101480.78
53,Male,Master's,Financial Analyst,25,171124.21
26,Female,Bachelor's,HR Manager,4,82598.57
33,Male,Master's,Content Creator,9,111238.71
37,Male,Bachelor's,Financial Analyst,11,115594.85
42,Female,PhD,VP of Operations,14,184195.91
35,Male,PhD,IT Support,13,128874.22
34,Male,Bachelor's,UX Designer,8,104593.63
36,Male,Bachelor's,Data Analyst,12,113236.10
37,Male,Master's,Senior Scientist,14,158754.56
55,Male,Master's,Research Scientist,30,201887.25
58,Male,High School,Software Engineer,32,164723.94
23,Female,Bachelor's,Marketing Manager,0,81002.37
37,Female,Master's,Sales Director,10,152372.19
58,Male,PhD,Operations Manager,32,217886.39
28,Male,High School,Marketing Analyst,5,73882.53
45,Male,PhD,Business Analyst,22,169695.84
58,Female,Master's,Research Scientist,35,211255.39
50,Male,Bachelor's,Director,22,192044.77
29,Female,Master's,Sales Director,3,132848.99
36,Male,Bachelor's,Software Developer,11,113153.45
30,Female,Bachelor's,Sales Manager,8,104433.56
47,Female,PhD,Product Manager,19,183998.46
51,Female,High School,Engineer,25,141052.41
26,Female,Master's,Marketing Coordinator,0,77372.37
54,Female,Master's,Research Scientist,30,200786.64
28,Male,Master's,Marketing Coordinator,2,93099.99
39,Female,High School,Financial Analyst,17,107710.51
59,Male,Master's,Project Engineer,31,197419.32
44,Female,PhD,Research Scientist,16,172980.37
36,Female,Master's,Data Scientist,12,140593.36
53,Male,Bachelor's,Data Scientist,29,182717.96
42,Female,High School,Senior Scientist,18,144608.56
42,Male,Bachelor's,HR Manager,20,130009.88
35,Male,Bachelor's,Sales Director,11,139374.92
43,Male,PhD,Graphic Designer,20,157783.42
50,Female,Bachelor's,Research Scientist,23,157525.36
35,Female,Master's,Operations Manager,9,129616.53
34,Female,High School,HR Manager,6,78337.79
31,Male,Master's,Software Developer,4,106748.76
50,Female,High School,Senior Scientist,28,166375.09
37,Male,Master's,Business Analyst,9,114635.54
42,Male,PhD,Senior Manager,20,180634.93
44,Male,High School,Business Analyst,19,117358.18
57,Male,Bachelor's,HR Manager,31,162963.02
53,Male,Bachelor's,HR Manager,28,155269.19
58,Female,Master's,Business Analyst,36,192924.93
48,Female,Master's,HR Manager,21,155497.56
44,Female,High School,Account Manager,22,114536.40
23,Female,Master's,Research Scientist,1,107865.46
49,Male,Bachelor's,Financial Analyst,27,157750.47
60,Female,High School,Receptionist,34,141440.63
33,Male,Bachelor's,Engineer,8,99236.20
49,Male,Master's,Director of Operations,23,201763.89
36,Female,Bachelor's,Marketing Coordinator,14,108336.23
29,Female,Master's,Director,4,146196.72
49,Male,PhD,IT Support,22,158734.85
48,Female,PhD,HR Manager,23,175899.85
33,Female,High School,Software Developer,5,81887.69
58,Male,Bachelor's,Project Engineer,35,186205.66
25,Male,High School,Business Analyst,0,53573.65
36,Male,Master's,Operations Manager,11,138502.49
55,Female,High School,Sales Associate,29,139086.64
51,Female,Master's,Project Engineer,28,175976.08
43,Female,Bachelor's,Sales Associate,19,122957.99
54,Female,PhD,UX Designer,27,187065.42
41,Female,Master's,Web Developer,17,143435.01
44,Female,Bachelor's,Director of Operations,16,161153.18
46,Female,High School,Director of Operations,20,156440.15
51,Male,Bachelor's,UX Designer,26,157706.88
43,Female,Master's,Marketing Analyst,18,141902.16
55,Female,Bachelor's,Sales Associate,31,158157.69
33,Female,Bachelor's,Senior Scientist,8,124754.06
22,Female,PhD,Marketing Coordinator,0,96540.78
33,Female,Master's,Senior Scientist,6,140774.26
45,Female,High School,Software Engineer,19,125896.66
48,Male,PhD,Senior Manager,26,200734.57
34,Female,Bachelor's,UX Designer,12,106166.53
53,Female,Master's,Director,27,215165.61
42,Male,Bachelor's,UX Designer,15,118120.99
49,Male,High School,Marketing Manager,27,146572.05
53,Male,High School,Receptionist,26,118087.01
53,Female,High School,Data Analyst,29,144881.57
24,Male,Master's,Engineer,0,98580.07
58,Male,High School,Marketing Manager,30,157728.76
56,Female,High School,Data Analyst,31,152162.00
27,Male,Bachelor's,Senior Manager,0,91613.55
52,Female,Bachelor's,Software Developer,26,158747.60
24,Female,Bachelor's,Sales Associate,0,64936.53
54,Male,PhD,Web Developer,29,188484.77
23,Male,Master's,Sales Associate,0,79049.55
49,Female,PhD,Senior Scientist,21,201652.36
23,Female,PhD,Marketing Coordinator,0,98533.84
45,Male,Bachelor's,Operations Manager,21,147512.25
58,Male,Master's,Marketing Analyst,32,184424.25
33,Male,PhD,Software Engineer,7,142145.92
60,Female,Master's,Account Manager,32,175472.64
33,Male,Bachelor's,Account Manager,6,88912.21
50,Female,PhD,Project Engineer,27,195849.89
44,Male,Master's,Business Analyst,18,142922.27
55,Male,Master's,Receptionist,27,155864.26
56,Male,Bachelor's,UX Designer,29,165826.70
44,Male,High School,Financial Analyst,18,115485.56
51,Female,Master's,Content Creator,24,147737.84
24,Female,PhD,Graphic Designer,0,97276.03
50,Male,High School,Operations Manager,22,144969.99
49,Male,High School,Engineer,22,125681.99
29,Male,Bachelor's,Receptionist,3,61321.97
44,Female,High School,Marketing Coordinator,17,97390.48
52,Male,Master's,Data Analyst,28,174090.17
36,Female,PhD,Senior Scientist,13,167564.88
33,Female,High School,Web Developer,8,80794.90
58,Male,High School,Director of Operations,30,191622.69
42,Male,PhD,Graphic Designer,20,156656.22
30,Female,High School,HR Manager,3,70562.28
48,Male,Master's,Sales Director,22,183105.48
41,Female,PhD,Marketing Coordinator,17,141530.32
49,Female,PhD,Business Analyst,21,164080.63
25,Female,Master's,Software Developer,3,108216.34
39,Male,PhD,Marketing Coordinator,16,141528.08
23,Male,Master's,Sales Associate,0,81273.06
22,Female,Master's,Sales Director,0,117427.72
25,Female,PhD,Software Developer,1,109756.85
56,Male,PhD,UX Designer,32,200849.98
53,Female,High School,VP of Operations,26,165667.27
28,Female,Bachelor's,Software Engineer,6,100849.65
43,Female,High School,Software Developer,16,113330.52
22,Male,High School,Financial Analyst,0,66160.65
38,Male,PhD,Content Creator,16,144026.22
34,Female,Bachelor's,Senior Manager,11,128743.42
35,Male,PhD,Senior Scientist,10,170384.11
56,Male,PhD,Data Analyst,32,203608.98
31,Female,Master's,Graphic Designer,4,91786.16
27,Male,High School,HR Manager,4,75548.03
46,Female,Master's,Senior Scientist,23,187092.58
45,Male,Master's,Marketing Manager,21,165733.21
50,Male,Bachelor's,Product Manager,23,170706.13
52,Female,PhD,Receptionist,29,165975.72
28,Female,Master's,Operations Manager,6,118552.46
55,Female,High School,Web Developer,28,143584.23
47,Female,High School,Engineer,23,128721.82
48,Female,High School,HR Manager,25,135010.81
39,Female,High School,HR Manager,15,99810.04
49,Female,PhD,Financial Analyst,24,177997.14
57,Male,High School,Data Analyst,34,157809.00
42,Female,High School,UX Designer,15,101729.08
55,Male,PhD,Financial Analyst,32,203258.58
28,Female,PhD,Data Scientist,1,128823.32
22,Female,High School,Data Analyst,0,55860.98
49,Male,Bachelor's,Project Engineer,21,149249.08
39,Female,Master's,Graphic Designer,13,122001.64
45,Male,Master's,Graphic Designer,22,150533.87
33,Female,Bachelor's,Sales Director,5,118934.98
53,Female,High School,HR Manager,30,140696.34
46,Female,PhD,Data Analyst,21,169669.26
32,Female,High School,Sales Manager,7,85827.16
24,Female,Bachelor's,Software Developer,1,81770.98
57,Male,Master's,VP of Operations,34,224989.86
33,Female,Bachelor's,HR Manager,5,84985.15
42,Female,Bachelor's,Data Analyst,16,120126.79
24,Female,Bachelor's,Engineer,0,82381.50
42,Female,PhD,Product Manager,15,173312.19
50,Male,PhD,Sales Director,23,201087.29
52,Male,PhD,Engineer,26,189290.43
39,Female,PhD,IT Support,12,130295.57
46,Male,Master's,Content Creator,20,137831.29
23,Female,Master's,Sales Associate,0,81192.90
60,Female,High School,Engineer,34,162806.73
23,Male,Master's,Graphic Designer,0,87188.97
52,Female,Master's,Sales Director,26,197127.63
26,Female,Bachelor's,Software Developer,2,85207.65
40,Male,PhD,Operations Manager,13,160498.22
59,Male,High School,Account Manager,37,158059.92
30,Male,PhD,Software Engineer,7,139776.72
49,Female,High School,Software Engineer,26,150731.08
48,Male,PhD,VP of Operations,20,202518.11
59,Male,Master's,VP of Operations,32,220684.69
29,Male,PhD,Content Creator,5,108496.24
38,Male,High School,Receptionist,10,74072.53
23,Male,High School,Marketing Analyst,1,55619.29
37,Female,Bachelor's,Marketing Analyst,12,107520.16
35,Female,High School,Director of Operations,12,132257.97
32,Male,PhD,Account Manager,10,125079.57
43,Male,Bachelor's,UX Designer,20,139934.15
32,Male,Bachelor's,Research Scientist,9,118775.83
43,Female,Bachelor's,Product Manager,19,158823.46
55,Male,Bachelor's,Engineer,28,161837.62
27,Female,Bachelor's,Senior Manager,3,98989.55
28,Male,PhD,Software Developer,0,111127.16
60,Male,Master's,Product Manager,32,210647.51
47,Male,PhD,Sales Associate,21,157379.84
36,Female,Bachelor's,HR Manager,13,112763.78
42,Female,PhD,IT Support,15,140356.89
35,Male,High School,Marketing Manager,11,99353.63
34,Female,PhD,Project Engineer,12,144137.32
45,Male,Master's,Marketing Manager,18,153465.61
41,Female,High School,Financial Analyst,13,104074.00
47,Female,PhD,Project Engineer,24,185143.77
45,Female,Bachelor's,Receptionist,20,107961.26
43,Female,Master's,Sales Manager,19,158817.25
34,Female,Master's,Data Analyst,11,125859.61
36,Female,High School,Account Manager,12,83351.26
44,Female,PhD,Marketing Coordinator,21,160860.55
49,Female,PhD,Marketing Analyst,22,164695.48
30,Female,High School,Sales Associate,4,65383.07
22,Male,PhD,Web Developer,0,103041.87
48,Female,Master's,Marketing Coordinator,26,157022.06
38,Female,Bachelor's,VP of Operations,12,141626.93
47,Male,High School,Project Engineer,19,122410.47
44,Female,Bachelor's,Engineer,19,135001.26
59,Male,Master's,Marketing Analyst,32,178083.64
35,Female,Master's,IT Support,10,112978.70
47,Male,High School,IT Support,25,118085.06
40,Male,High School,Senior Scientist,18,141190.28
49,Female,PhD,Marketing Manager,21,175359.88
